contents,category
【网信办：算法推荐服务提供者不得利用算法屏蔽信息、过度推荐、操纵榜单】网信办就《互联网信息服务算法推荐管理规定（征求意见稿）》公开征求意见。意见提出，算法推荐服务提供者不得利用算法虚假注册账号、非法交易账号、操纵用户账号，或者虚假点赞、评论、转发、网页导航等，实施流量造假、流量劫持；不得利用算法屏蔽信息、过度推荐、操纵榜单或者检索结果排序、控制热搜或者精选等干预信息呈现，实施自我优待、不正当竞争、影响网络舆论或者规避监管。参与算法推荐服务安全评估和监督检查的相关机构和人员应当对在履行职责中知悉的个人信息、隐私和商业秘密严格保密，不得泄露、出售或者非法向他人提供。,银行
【央行：比特币等虚拟货币不是法定货币，没有实际的价值支撑】“我们再次提醒广大人民群众，比特币等虚拟货币不是法定货币，没有实际的价值支撑。”中国人民银行金融消费权益保护局副局长尹优平表示，虚拟货币相关交易纯属投资炒作，人民大众要增强风险意识，自觉远离，保护好自己的“钱袋子”。（人民网财经）,银行
【午评：三大指数走势分化沪指涨0.5% 汽车整车板块异动拉升】三大指数低开高走，尾盘冲高回落走势分化，沪指表现较为强势，北向资金净流入超60亿元。板块方面，工业母机概念卷土重来，汽车整车板块异动拉升，白酒、证券板块走高，军工、航运、储能板块下挫。总体而言，板块轮动加速，市场情绪火热，个股跌多涨少，赚钱效应一般。从盘面上看，工业母机、汽车整车、石油开采板块涨幅居前，中船系、储能、国防军工板块跌幅居前。,白酒
【美股盘前消息速报】①截至发稿，道指期货涨0.2%，标普500期指涨0.2%，纳指期货涨0.3%。②英国富时100指数下跌了0.2%，德国DAX指数下跌0.2%，法国CAC-40指数下跌0.3%。③美元指数目前维持在93关口附近交投。④美国7月份个人消费支出环比增长0.3%，预估为0.4%。⑤美国7月份个人收入环比增长1.1%，预估为0.3%。⑥法拉第未来盘前涨2.8%，Palantir盘前涨0.9%，据SEC文件披露，Palantir与法拉第未来签署软件使用商业合同，此前向其投资2500万美元。⑦Peloton盘前跌7.3%，受其主要产品自行车降价影响2022财年展望不及预期。⑧欢聚时代盘前跌近5%，此前回应称没有收到任何私有化邀约。⑨蘑菇街盘前暴涨近30%，此前宣布1000万美元的股票回购计划。,银行
【中信证券：A股将在9月迎来布局四季度行情的最佳窗口】中信证券8月29日指出，A股将在9月迎来布局四季度行情的最佳窗口，建议坚持成长价值均衡配置，并强化对价值板块的左侧布局。推荐三季度业绩有望持续超预期的机械、军工、化工的中上游高弹性品种。同时，左侧布局价值板块中有景气优势的消费和医药，推荐次高端白酒、服务机器人、疫苗，以及港股的啤酒、服饰龙头。,白酒
【“两融套现”、“高股价操纵风险”等将遭遇强监管】近日，有券商收到监管部门下发的《规制“两融套现”风险促进业务回归本源》文件。文件指出，部分投资者利用融资融券交易套现，实施绕标、融资等行为，刻意规避监管要求，扰乱交易机制，违背业务本源。证券公司作为融资融券业务的组织者，要切实承担主动管理职责，强化风险监测监控， 引导投资者理性合规交易，切实维护市场秩序。 （证券时报）,银行
【易会满：推动适时出台私募基金条例 不断壮大资本市场长期投资力量】证监会主席易会满8月30日在基金业协会第三届会员代表大会上讲话时指出，证监会将坚守监管的主责主业，推动适时出台私募基金条例，持续完善基金监管制度体系，推动发展各类机构投资者，不断壮大资本市场长期投资力量，进一步改进监管服务，坚决维护公开、公平、公正的市场秩序，切实保护投资者合法权益。,银行
【午评：三大指数走势分化创指涨1.3% 军工股掀涨停潮】A股三大指数集体高开，随后红盘震荡。板块方面，石油开采板块大幅拉升，盐湖提锂、磷化工板块持续强势；航运、医美板块下挫，食品加工、白酒、啤酒等消费板块走弱。盘中创指一度冲高涨1.8%，光伏、半导体芯片板块走强，军工股上演涨停潮；证券、银行等大金融板块集体回调。指数临近午盘前小幅跳水，沪指、深成指一度翻绿，创业板指涨幅一度收窄至不足1%。总体而言，市场情绪仍在修复，个股涨跌参半，赚钱效应一般，沪深两市成交半日突破一万亿元。盘面上，磷化工、盐湖提锂、石油开采等板块涨幅居前；啤酒、证券、银行等板块跌幅居前。,白酒
【午评：三大指数走势分化创指涨1.3% 军工股掀涨停潮】A股三大指数集体高开，随后红盘震荡。板块方面，石油开采板块大幅拉升，盐湖提锂、磷化工板块持续强势；航运、医美板块下挫，食品加工、白酒、啤酒等消费板块走弱。盘中创指一度冲高涨1.8%，光伏、半导体芯片板块走强，军工股上演涨停潮；证券、银行等大金融板块集体回调。指数临近午盘前小幅跳水，沪指、深成指一度翻绿，创业板指涨幅一度收窄至不足1%。总体而言，市场情绪仍在修复，个股涨跌参半，赚钱效应一般，沪深两市成交半日突破一万亿元。盘面上，磷化工、盐湖提锂、石油开采等板块涨幅居前；啤酒、证券、银行等板块跌幅居前。,银行
【易会满：基金赚钱、基民不赚钱的问题时有发生】中国证监会主席易会满今天在基金业协会第三届会员代表大会上发表讲话表示，基金赚钱、基民不赚钱的问题时有发生，这其中固然有投资者自身的因素，但也有行业自身发展观和经营观的问题，反映的是规模情结浓厚，重营销轻持续服务；有的代理销售机构和从业人员背离客户利益，诱导“赎旧买新”。这些问题必须从维护投资者合法权益的高度切实加以解决。希望广大基金机构自觉坚持客户利益至上，敬畏投资者，在为客户创造最大价值的同时实现公司的成长壮大。,银行
【午评：三大指数分化走弱创指跌2.5% 周期股逆势活跃】A股三大指数开盘涨跌不一，随后震荡走弱。板块方面，环保板块大幅拉升，石油开采板块持续强势，钢铁、猪肉、钛白粉等板块拉升走高；半导体芯片股下挫，氢能源、CRO概念等板块走弱。盘中指数持续下挫，创指跌幅扩大至2.5%。水泥、磷化工、煤炭等周期股逆势拉升，有机硅板块回暖；白酒、5G、 Mini LED板块低迷。总体而言，市场担忧情绪蔓延，个股跌多涨少，赚钱效应一般。 盘面上，环保、水泥、钢铁等板块涨幅居前；半导体芯片、氢能源、Mini LED等板块跌幅居前。,白酒
住建部副部长倪虹：下一步将持续完善房地产长效机制，稳地价、稳房价、稳预期，促进房地产市场平稳健康发展。（一财）,房地产开发
【今日财经日历大事件提醒】经济数据关注：①09:30 澳大利亚第二季度GDP环比、同比数据；②09:45 中国8月财新制造业PMI（预估50.1，前值50.3）；③14:00 德国7月零售销售环比；④14:00 英国8月全国房价环比；⑤15:50 法国8月Markit制造业PMI终值；⑥15:55：德国8月Markit制造业PMI终值；⑦16:00 欧元区8月Markit制造业PMI终值；⑧16:30 英国8月Markit制造业PMI终值；⑨17:00 欧元区7月失业率；⑩19:00 美国上周MBA抵押贷款申请指数环比；?20:15 美国8月ADP就业人数变动；?21:30 加拿大8月制造业PMI；?21:45 美国8月Markit制造业PMI终值；?22:00 美国7月建筑支出环比；?22:00 美国8月ISM制造业活动指数。全球央行和政府动态关注：①10:00 农业农村部就2021年中国农民丰收节有关情况举行发布会；②15:00 国务院政策例行吹风会，介绍全面推动长江经济带发展的财税支持措施有关情况；③20:00 欧洲央行管委、德国央行行长Weidmann讲话；④1日 OPEC+部长级会议；⑤2日00:00 美国亚特兰大联储行长Bostic讲话。,房地产开发
【今日财经日历大事件提醒】经济数据关注：①09:30 澳大利亚第二季度GDP环比、同比数据；②09:45 中国8月财新制造业PMI（预估50.1，前值50.3）；③14:00 德国7月零售销售环比；④14:00 英国8月全国房价环比；⑤15:50 法国8月Markit制造业PMI终值；⑥15:55：德国8月Markit制造业PMI终值；⑦16:00 欧元区8月Markit制造业PMI终值；⑧16:30 英国8月Markit制造业PMI终值；⑨17:00 欧元区7月失业率；⑩19:00 美国上周MBA抵押贷款申请指数环比；?20:15 美国8月ADP就业人数变动；?21:30 加拿大8月制造业PMI；?21:45 美国8月Markit制造业PMI终值；?22:00 美国7月建筑支出环比；?22:00 美国8月ISM制造业活动指数。全球央行和政府动态关注：①10:00 农业农村部就2021年中国农民丰收节有关情况举行发布会；②15:00 国务院政策例行吹风会，介绍全面推动长江经济带发展的财税支持措施有关情况；③20:00 欧洲央行管委、德国央行行长Weidmann讲话；④1日 OPEC+部长级会议；⑤2日00:00 美国亚特兰大联储行长Bostic讲话。,银行
